School_ID,NAME_OF_SCHOOL,Elementary_Middle_or_High_School,Street_Address,City,State,ZIP_Code,Phone_Number,Link,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
610216,John A Walsh Elementary School,ES,2015 S Peoria St,Chicago,IL,60608,(773) 534-7950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610216.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Strong,60
609789,John Barry Elementary School,ES,2828 N Kilbourn Ave,Chicago,IL,60641,(773) 534-3455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609789.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,35
609894,John B Drake Elementary School,ES,2722 S King Dr,Chicago,IL,60616,(773) 534-9129,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609894.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,59
610089,John B Murphy Elementary School,ES,3539 W Grace St,Chicago,IL,60618,(773) 534-5223,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610089.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Very Strong,80
610243,John Calhoun North Elementary School,ES,2833 W Adams St,Chicago,IL,60612,(773) 534-6940,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610243.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Average,52
609829,John C Burroughs Elementary School,ES,3542 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7226,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609829.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,50
609866,John C Coonley Elementary School,ES,4046 N Leavitt St,Chicago,IL,60618,(773) 534-5140,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609866.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
609893,John C Dore Elementary School,ES,6108 S Natoma Ave,Chicago,IL,60638,(773) 535-2080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609893.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,74
609959,John Charles Haines Elementary School,ES,247 W 23rd Pl,Chicago,IL,60616,(773) 534-9200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609959.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Weak,32
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,11140 S Bishop St,Chicago,IL,60643,(773) 535-2715,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610176.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32
609898,John F Eberhart Elementary School,ES,3400 W 65th Pl,Chicago,IL,60629,(773) 535-9190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609898.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,42
609919,John Fiske Elementary School,ES,6145 S Ingleside Ave,Chicago,IL,60637,(773) 535-0990,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609919.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13
609718,John F Kennedy High School,HS,6325 W 56th St,Chicago,IL,60638,(773) 535-2325,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609718.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,53
610263,John Foster Dulles Elementary School,ES,6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610263.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,42
610228,John Greenleaf Whittier Elementary School,ES,1900 W 23rd St,Chicago,IL,60608,(773) 535-4590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610228.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Strong,65
609694,John Hancock College Preparatory High School,HS,4034 W 56th St,Chicago,IL,60629,(773) 535-2410,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609694.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51
609971,John Harvard Elementary School of Excellence,ES,7525 S Harvard,Chicago,IL,60620,(773) 535-3045,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609971.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,51
609975,John Hay Elementary Community Academy,ES,1018 N Laramie Ave,Chicago,IL,60651,(773) 534-6000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609975.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,44
609964,John H Hamline Elementary School,ES,4747 S Bishop St,Chicago,IL,60609,(773) 535-4565,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609964.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,33
610026,John H Kinzie Elementary School,ES,5625 S Mobile Ave,Chicago,IL,60638,(773) 535-2425,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610026.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64
610207,John H Vanderpoel Elementary Magnet School,ES,9510 S Prospect Ave,Chicago,IL,60643,(773) 535-2690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610207.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,74
609782,John J Audubon Elementary School,ES,3500 N Hoyne Ave,Chicago,IL,60618,(773) 534-5470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609782.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95
610126,John J Pershing Elementary Humanities Magnet,ES,3113 S Rhodes Ave,Chicago,IL,60616,(773) 534-9272,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610126.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610054,John L Marsh Elementary School,ES,9822 S Exchange Ave,Chicago,IL,60617,(773) 535-6430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610054.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Strong,72
609723,John Marshall Metropolitan High School,HS,3250 W Adams St,Chicago,IL,60624,(773) 534-6455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609723.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,51
609710,John M Harlan Community Academy High School,HS,9652 S Michigan Ave,Chicago,IL,60628,(773) 535-5400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609710.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,
609954,John Milton Gregory Elementary School,ES,3715 W Polk St,Chicago,IL,60624,(773) 534-6820,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609954.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,44
610180,John M Smyth Elementary School,ES,1059 W 13th St,Chicago,IL,60608,(773) 534-7180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610180.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,37
610199,Johnnie Colemon Elementary Academy,ES,1441 W 119th St,Chicago,IL,60643,(773) 535-3975,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610199.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610111,John Palmer Elementary School,ES,5051 N Kenneth Ave,Chicago,IL,60630,(773) 534-3704,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610111.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,75
609775,John P Altgeld Elementary School,ES,1340 W 71st St,Chicago,IL,60636,(773) 535-3250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609775.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,48
610184,John Spry Elementary Community School,ES,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610184.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,66
610269,John T McCutcheon Elementary School,ES,4865 N Sheridan Rd,Chicago,IL,60640,(773) 534-2680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610269.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,650 E 85th St,Chicago,IL,60619,(773) 535-3435,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610130.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,26
609864,John W Cook Elementary School,ES,8150 S Bishop St,Chicago,IL,60620,(773) 535-3315,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609864.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,NDA,
609937,John W Garvy Elementary School,ES,5225 N Oak Park Ave,Chicago,IL,60656,(773) 534-1185,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609937.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,60
610225,John Whistler Elementary School,ES,11533 S Ada St,Chicago,IL,60643,(773) 535-5560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610225.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,45
609828,Jonathan Burr Elementary School,ES,1621 W Wabansia Ave,Chicago,IL,60622,(773) 534-4090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609828.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Strong,71
610159,Jonathan Y Scammon Elementary School,ES,4201 W Henderson St,Chicago,IL,60641,(773) 534-3475,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610159.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,44
609865,Jordan Elementary Community School,ES,7414 N Wolcott Ave,Chicago,IL,60626,(773) 534-2220,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609865.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,61
610313,Jose De Diego Elementary Community Academy,ES,1313 N Claremont Ave,Chicago,IL,60622,(773) 534-4451,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610313.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,Yes,Average,57
609950,Josefa Ortiz De Dominguez Elementary School,ES,3000 S Lawndale Ave,Chicago,IL,60623,(773) 534-1600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609950.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,NDA,NDA,No,NDA,
610242,Joseph Brennemann Elementary School,ES,4251 N Clarendon Ave,Chicago,IL,60613,(773) 534-5766,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610242.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,50
609938,Joseph E Gary Elementary School,ES,3740 W 31st St,Chicago,IL,60623,(773) 534-1455,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609938.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,32
610041,Josephine C Locke Elementary School,ES,2828 N Oak Park Ave,Chicago,IL,60634,(773) 534-3300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610041.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,57
610015,Joseph Jungman Elementary School,ES,1746 S Miller St,Chicago,IL,60608,(773) 534-7375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610015.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,36
609925,Joseph Kellman Corporate Community Elementary School,ES,751 S Sacramento Blvd,Chicago,IL,60612,(773) 534-6602,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609925.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,58
610043,Joseph Lovett Elementary School,ES,6333 W Bloomingdale Ave,Chicago,IL,60639,(773) 534-3130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610043.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,43
610189,Joseph Stockton Elementary School,ES,4420 N Beacon St,Chicago,IL,60640,(773) 534-2450,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610189.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,37
610218,Joseph Warren Elementary School,ES,9239 S Jeffery Ave,Chicago,IL,60617,(773) 535-6625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610218.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,33
610019,Joshua D Kershaw Elementary School,ES,6450 S Lowe Ave,Chicago,IL,60621,(773) 535-3050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610019.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,62
610129,Josiah Pickard Elementary School,ES,2301 W 21st Pl,Chicago,IL,60608,(773) 535-7280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610129.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,50
610022,Joyce Kilmer Elementary School,ES,6700 N Greenview Ave,Chicago,IL,60626,(773) 534-2115,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610022.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,NDA,
610253,Julia C Lathrop Elementary School,ES,1440 S Christiana Ave,Chicago,IL,60623,(773) 534-1812,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610253.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Strong,67
610000,Julia Ward Howe Elementary School of Excellence,ES,720 N Lorel Ave,Chicago,IL,60644,(773) 534-6060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610000.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 1,No,Strong,67
610280,Kate S Buckingham Special Education Center,ES,9207 S Phillips Ave,Chicago,IL,60617,(773) 535-6422,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610280.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Level 3,No,Weak,31
610016,Kate S Kellogg Elementary School,ES,9241 S Leavitt St,Chicago,IL,60620,(773) 535-2590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610016.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 2,No,Strong,76
609716,Kelvyn Park High School,HS,4343 W Wrightwood Ave,Chicago,IL,60639,(773) 534-4200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609716.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,32
609746,Kenwood Academy High School,HS,5015 S Blackstone Ave,Chicago,IL,60615,(773) 535-1350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609746.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,63
609719,Lake View High School,HS,4015 N Ashland Ave,Chicago,IL,60613,(773) 534-5440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609719.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,64
610368,Langston Hughes Elementary School,ES,240 W 104th St,Chicago,IL,60628,(773) 535-5075,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610368.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,28
610033,LaSalle Elementary Language Academy,ES,1734 N Orleans St,Chicago,IL,60614,(773) 534-8470,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610033.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610520,LaSalle II Magnet Elementary School,ES,1148 N Honore St,Chicago,IL,60622,(773) 534-0490,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610520.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,66
609910,Laughlin Falconer Elementary School,ES,3020 N Lamon Ave,Chicago,IL,60641,(773) 534-3560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609910.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,54
610133,Laura S Ward Elementary School,ES,410 N Monticello Ave,Chicago,IL,60624,(773) 534-6440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610133.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610034,Lawndale Elementary Community Academy,ES,3500 W Douglas Blvd,Chicago,IL,60623,(773) 534-1635,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610034.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610024,Lazaro Cardenas Elementary School,ES,2345 S Millard Ave,Chicago,IL,60623,(773) 534-1465,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610024.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,NDA,
609907,Leif Ericson Elementary Scholastic Academy,ES,3600 W 5th Ave,Chicago,IL,60624,(773) 534-6660,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609907.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,33
610298,Lenart Elementary Regional Gifted Center,ES,8101 S LaSalle St,Chicago,IL,60620,(773) 535-0040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610298.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,79
610036,Leslie Lewis Elementary School,ES,1431 N Leamington Ave,Chicago,IL,60651,(773) 534-3060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610036.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,21
609738,Lincoln Park High School,HS,2001 N Orchard St,Chicago,IL,60614,(773) 534-8130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609738.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,65
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,3434 W 77th St,Chicago,IL,60652,(773) 535-4030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609807.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,42
609834,Little Village Elementary School,ES,2620 S Lawndale Ave,Chicago,IL,60623,(773) 534-1880,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609834.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,45
610325,Logandale Middle School,MS,3212 W George St,Chicago,IL,60618,(773) 534-5350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610325.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,56
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,2723 N Fairfield Ave,Chicago,IL,60647,(773) 534-4100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609809.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,57
609773,Louis A Agassiz Elementary School,ES,2851 N Seminary Ave,Chicago,IL,60657,(773) 534-5725,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609773.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,53
609774,Louisa May Alcott Elementary School,ES,2625 N Orchard St,Chicago,IL,60614,(773) 534-5460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609774.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610156,Louis Armstrong Math & Science Elementary School,ES,5345 W Congress Pkwy,Chicago,IL,60644,(773) 534-6365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610156.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
610094,Louis Nettelhorst Elementary School,ES,3252 N Broadway St,Chicago,IL,60657,(773) 534-5810,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610094.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,58
610117,Louis Pasteur Elementary School,ES,5825 S Kostner Ave,Chicago,IL,60629,(773) 535-2270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610117.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,50
610237,Ludwig Van Beethoven Elementary School,ES,25 W 47th St,Chicago,IL,60609,(773) 535-1480,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610237.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,40
610108,Luke O'Toole Elementary School,ES,6550 S Seeley Ave,Chicago,IL,60636,(773) 535-9040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610108.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,5
609818,Luther Burbank Elementary School,ES,2035 N Mobile Ave,Chicago,IL,60639,(773) 534-3000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609818.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,37
609817,Lyman A Budlong Elementary School,ES,2701 W Foster Ave,Chicago,IL,60625,(773) 534-2591,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609817.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59
610205,Lyman Trumbull Elementary School,ES,5200 N Ashland Ave,Chicago,IL,60640,(773) 534-2430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610205.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,56
610369,Mahalia Jackson Elementary School,ES,917 W 88th St,Chicago,IL,60620,(773) 535-3341,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610369.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,38
610197,Mancel Talcott Elementary School,ES,1840 W Ohio St,Chicago,IL,60622,(773) 534-7130,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610197.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,63
609722,Manley Career Academy High School,HS,2935 W Polk St,Chicago,IL,60612,(773) 534-6900,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609722.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41
